Film_Adi_TR,Film_Adi_Yabanci,Film_Turu,Yonetmen,Vizyon_Tarihi,Seyirci_Sayisi,Toplam Has?lat,Yapimci,Oyuncular,IMDb,Gosterim_Hafta,Yapimci_Ulke
Gölge Sava?ç?,Shadow,"Dram, Sava?, Aksiyon",Yimou Zhang,05/10/2019,12852,223948,"Derek Yee, Ellen Eliasoph","Chao Deng, Li Sun, Ryan Zheng",7,3,Ç?N
Söz Vermi?tin,,"A?k, Dram",Baran Seyhan,11/15/2019,12750,225411,Sarma??k Sanatlar,"Emre Karayel, Asl? Tando?an, ?enay Gürler",,1,türkiye
S?n?r,"Gräns, Border","A?k, Fantastik, Dram",Ali Abbasi, 24 May?s 2019,164158,164158,"Nina Bisgaard, Peter Gustafsson, Petra Jonsson","Eva Melander, Eero Milonoff, Jörgen Thorsson",7,8,"Danimarka, ?sveç"
Kim Daha Mutlu?,,"Komedi, Aile",Hakan Haksun,08/24/1933,178400,178400,BSK Yap?m,"Ecem Özkaya Üstünda?, Emre K?v?lc?m, Hasan Denizyaran",,2,TÜRK?YE
Yang?n Yeri,Wildlife,Dram,Paul Dano,01/04/2019,12252,197321,"Andrea Queralt, Mani Mortazavi, Xavi Font","Jake Gyllenhaal, Carey Mulligan, Ed Oxenbould",6.8,7,ABD
?stila Alt?nda,Captive State,"Gerilim, Bilim-Kurgu",Rupert Wyatt,03/15/2019,11879,214544,"Rupert Wyatt, David Crockett","Vera Farmiga, John Goodman, Madeline Brewer",6,3,ABD
Görülmü?tür,,Dram,Serhat Karaaslan,09/20/2019,"
12.110",160577,Film Yap?m,"Berkay Ate?, Saadet I??l Aksoy, ?pek Türktan Kaynak",6,24,"Türkiye, Almanya, Fransa"
A?ktan Kaç?lmaz,"Juliet, Naked","Romantik-Komedi, Dram, Müzik",Jesse Peretz,03/29/2019,11597,200258,"Albert Berger, Ron Yerxa, Judd Apatow,","Chris O'Dowd, Rose Byrne, Ethan Hawke",6.6,8,"ABD, Birle?ik Krall?k"
13.CUMA,The 13th Friday,Korku,Justin Price,06/21/2019,11198,173520,Vi?ne Prodüksiyon,"Lisa May, Melissa L. Vega, Victoria Valdez",2.6,3,ABD
?ampiyonlar,Campeones,"Komedi, Dram, Spor",Javier Fesser,05/03/2019,11191,152950,"Alvaro Longoria, Luis Manso,","Javier Gutiérrez, Athenea Mata, Juan Margallo",7.2,5,?spanya
Arctic,"Tim Zajaros, Christopher Lemole,",Dram,Joe Penna,04/19/2019,11376,143966,Fabula Films,"Mads Mikkelsen, Maria Thelma Smáradóttir",6.8,16,?zlanda
Korkuluk,Curse of the Scarecrow,Korku,Louisa Warren,07/26/2019,10669,166778,Vi?ne Prodüksiyon,"Kate Lister, Louisa Warren, Cassandra French",2.4,2,Birle?ik Krall?k
Alt?n Eldiven,"Der goldene Handschuh, The Golden Glove","Korku, Dram, Suç",Fatih Ak?n,04/12/2019,10802,171227,Fabula Films,"Jonas Dassler, Margarete Tiesel, Marc Hosemann",6.7,13,"Almanya, Fransa"
Eve Dönü?,Ben Is Back,Dram,Peter Hedges,04/26/2019,10588,195013,Fabula Films,"Julia Roberts, Lucas Hedges, Courtney B. Vance",6.7,7,ABD
Adaletsiz,Dragged Across Concrete,"Dram, Suç, Aksiyon",S. Craig Zahler,05/10/2019,10502,176580,"Keith Kjarval , Jack Heller , Tyler Jackson","Mel Gibson, Vince Vaughn, Jennifer Carpenter",6.9,6,Kanada
?ip?ak Aile,Instant Family,"Komedi, Dram",Sean Anders,04/12/2019,10481,202348,Paramount,"Mark Wahlberg, Rose Byrne, Isabela Merced",7.3,3,ABD
O ?? Bende,,Komedi,Haydar I??k,04/19/2019,10454,157732,11K Film Yap?m,"Betül Demirkaya, Nilay Toprak, Nez Demir",6.4,3,Türkiye
High Life,,"Korku, Macera, Dram",Claire Denis,05/03/2019,10648,143470,"Oliver Dungey , Christoph Friedel","Robert Pattinson, Juliette Binoche, André Benjamin",5.8,13,"ABD, Almanya, Birle?ik Krall?k, Fransa, Polonya"
?blis Esir-i Beden,,Korku,Hira Evren I??k,08/30/2019,10367,163366,Turanlar Film,"Araf Mehmet Geçgel, Esin Kaya, Elif Erkanl?",6.6,3,Türkiye
Bisikletler,Bikes,Animasyon,Manuel J. García,05/17/2019,10740,123436," Ximo Pérez, Fernando Sokolowicz","Silvia Cabrera Martínez (Speedy),Silvia Cabrera Martínez, Speedy",3.4,18,?spanya
Karanl?k Lanet,The Dark,Korku,Justin P. Lange,05/24/2019,10110,162820,"Danny Krausz , Florian Krügel , Andrew Nicholas McCann Smith","Nadia Alexander, Toby Nichols, Karl Markovics",5.6,3,Kanada
Dilsiz,,Dram,Murat Pay,11/29/2019,14615,188304,Rasathane Film,"Ozan Çelik, Mim Kemal Öke, Vildan Atasever",6.4,20,Türkiye
Uzay Park?,Astro Gardener,"Macera, Animasyon, Fantastik",Jong-Shik Won,09/06/2019,9832,160443,"Jong-Shik Won, Joon Kwon Kim, Shin Min-jae","Yongwoo Shin, Jeon Tae-Yeol, Kim Yeon-Yoo,",5.7,7,Güney Kore
Musabbar,,"Korku, Gerilim","Rotin Engin Tutu?, Erdal Tutu?",03/01/2019,9740,136261,Büyük Galileo,"Mahmut Kemal Sar?altun, Cemre Can Saatçi, Reza Mollazade",2.7,11,Türkiye
?eytan Göz,Demon Eye,Korku,Ryan Simons,05/03/2019,9612,145088,Ryan Simons,"Darren Day, Liam Fox, Kate James",3.2,4,ABD
45 25 #KusursuzCinayet,,"Macera, Polisiye",Biray Dalk?ran,09/06/2019,9609,145677,DFGS,"Gökhan Mumcu, Mehmet Ba?türk, Beyzanur Mete",5.4,3,Türkiye
Mazlum Kuzey & Kuddusi 2: La! Kasada Para Var!,,Komedi,Önder Aç?kba?,04/12/2019,9546,146073,"Eyes Yap?m, ÖTV Yap?m","Önder Aç?kba?, Fato? Bay?nd?r, Gülten Çelik",2.4,2,Türkiye
Beyaz Karga,The White Crow,"Dram, Biyografi",Ralph Fiennes,06/21/2019,9367,161588," Ralph Fiennes, Gabrielle Tana, Andrew Levitas,","Oleg Ivenko, Ralph Fiennes, Adèle Exarchopoulos",6.6,13,"Birle?ik Krall?k, Fransa"
Yüzle?me,"Grâce à Dieu, By the Grace of God",Dram,François Ozon,08/02/2019,9290,126089,"Eric Altmeyer, Nicolas Altmeyer","Melvil Poupaud, Denis Ménochet, Swann Arlaud",7.2,11,"Belçika, Fransa"
Yuli,,"Dram, Biyografi, Müzik",Icíar Bollaín,07/26/2019,9715,136698," Juan Gordon, Andrea Calderwood, Gail Egan","Carlos Acosta, Santiago Alfonso, Keyvin Martínez",6.9,15,"Almanya, Birle?ik Krall?k, ?spanya, Küba"
Ölü Yat?r?m,,Komedi,Neslihan Y?ld?z Alak,08/02/2019,9034,135041,Marka Film,"An?l Çelik, Serkan Da?l?, Öykü Çelik",2.6,3,Türkiye
Ip Man 4: Final,Yip Man 4,"Dram, Biyografi, Aksiyon",Wilson Yip,01/01/2020,102653,1951901,"Donnie Yen, Wilson Yip, Raymond Wong","Donnie Yen, Kwok-Kwan Chan, Scott Adkins",7,6,"Çin, Hong Kong"
Kursk,,"Dram, Aksiyon",Thomas Vinterberg,03/29/2019,8622,116375,"Ariel Zeitoun, Patrick Vandenbosch, Fabrice Delville","Léa Seydoux, Colin Firth, Matthias Schoenaerts",6.6,5,"Belçika, Lüksemburg"
Metallica & San Francisco Symphony: S&M²,,"Konser, Müzik",Wayne Isham,10/09/2019,8527,157123,"Greg Fidelman, James Hetfield, Lars Ulrich",Metallica,8.6,1,ABD
Ölü Adam,Dead Man,"Fantastik, Dram, Western",Jim Jarmusch,07/12/2019,8529,105287,Demetra J. Macbride,"Johnny Depp, Gary Farmer, Crispin Glover",7.5,8,"ABD, Almanya, Japonya"
Gloria Bell,,"Komedi, Dram, Romantik",Sebastián Lelio,07/19/2019,8409,172045," Sebastián Lelio, Juan de Dios Larraín, Pablo Larraín","Julianne Moore, John Turturro, Caren Pistorius",6.3,5,"ABD, ?ili"
Colette,,"Dram, Tarihi, Biyografi",Wash Westmoreland,07/12/2019,8339,108505,Bold Films,"Keira Knightley, Fiona Shaw, Dominic West",6.7,9,"ABD, Birle?ik Krall?k"
Hangi Kad?n,"Celle que vous croyez, Who You Think I Am","Komedi, Dram",Safy Nebbou,09/06/2019,8230,120067,Michel Saint-Jean,"Juliette Binoche, Nicole Garcia, François Civil",6.8,11,"Belçika, Fransa"
Casus,The Operative,Gerilim,Yuval Adler,09/13/2019,8142,159184," Yuval Adler, Jonathan Doweck, Viola Fügen","Diane Kruger, Martin Freeman, Rotem Keinan",5.8,2,"ABD, ?srail"
Arkada??m Benjamin,Benjamin the Elephant,Animasyon,Tim Trachte,09/13/2019,8140,137456," Martin Richter, Christian Becker","Jürgen Kluckert, Heike Makatsch, Manuel Santos Gelke",3.8,4,Almanya
Kaç?? Oyunu,Play or Die,Korku,Jacques Kluger,08/16/2019,8032,133477,"Serge De Poucques , Sylvain Goldberg , Amélie Pimont","Charley Palmer Rothwell, Roxane Mesquida, Laetitia Chambon",3.7,6,Belçika
Tüylü Arkada?lar,Feather Friends,"Macera, Animasyon",James Snider,07/26/2019,7756,123218,Wally Atkins," Maria Petrano, Jacob Tyler, Thomas Carr",2.6,3,ABD
Uslu Çocuklar,Good Boys,Komedi,Gene Stupnitsky,09/06/2019,7698,143111,Universal,"Jacob Tremblay, Keith L. Williams, Brady Noon",6.7,3,ABD
"Lanetli Kap? ""Paranormal Orman""",Door in the Woods,"Korku, Gerilim",Billy Chase Goforth,05/17/2019,7632,110169,"Billy Chase Goforth, Lauren Harper, Blake Elder","Katherine Forbes, John-Michael Fisher, Lauren Harper",3.9,11,ABD
Küçük Kahraman,Little Hero,Animasyon,Jason J. Lewis,07/26/2019,7436,111596,Ron Tippe Igor Khait," Jason Lewis , Philip D'Amore , Jillian Gomez",6.5,4,"ABD, Endonezya"
Bharat,,"Dram, Aksiyon",Ali Abbas Zafar,09/06/2019,7427,129727," Salman Khan, Alvira Khan Agnihotri, Atul Agnihotri","Salman Khan, Katrina Kaif, Sunil Grover",4.7,4,Hindistan
Zaman Yolcular?,Time Freak,"Komedi, Bilim-Kurgu, Dram",Andrew Bowler,01/25/2019,7440,101723,"Raymond Mansfield, Matthew Rhodes","Asa Butterfield, Sophie Turner, Skyler Gisondo",5.8,7,ABD
Saka Ku?u,The Goldfinch,Dram,John Crowley,09/27/2019,7249,145787,Warner Bros.,"Ansel Elgort, Nicole Kidman, Finn Wolfhard",6.4,2,ABD
Sevimli Evcil Hayvanlar,Funny Pets 2,Animasyon,Alex Sebastian,09/13/2019,7210,125048,"Jesse Baget, Ryan Ardent, Alejandra Riboira"," KJ Schrock, Carrie Drovdilic, Simon Hill",5.9,2,ABD
Dogman,,"Dram, Suç",Matteo Garrone,02/01/2019,7034,81797," Matteo Garrone, Paolo Del Brocco, Jeremy Thomas, Jean Labadie","Marcello Fonte, Edoardo Pesce, Alida Baldari Calabria",7.2,7,"Fransa, ?talya"
Kahraman Tavuk Uzayda,"Condorito: La Película, Space Chicken",Animasyon,"Alex Orrelle, Eduardo Schuldt",06/14/2019,7511,98736,Javier Hernáez,"Omar Chaparro, Jessica Cediel, Cristian de la Fuente",5.3,14,Peru
Vah?et Oteli,The Child Remains,Korku,Michael Melski,10/18/2019,6958,115372," Michael Melski, Craig Cameron","Suzanne Clément, Allan Hawco, Shelley Thompson",4.5,7,Kanada
"Üzgünüz, Size Ula?amad?k",Sorry We Missed You,Dram,Ken Loach,11/22/2019,6838,88026,Rebecca O'Brien,"Kris Hitchen, Debbie Honeywood, Rhys Stone",7.6,4,"Belçika, Birle?ik Krall?k, Fransa"
Kod Ad?: Hummingbird,The Hummingbird Project,Gerilim,Kim Nguyen,07/26/2019,6820,134970,"Fred Berger , Pierre Even , Brian Kavanaugh-Jones","Jesse Eisenberg, Alexander Skarsgård, Salma Hayek",6.2,3,"Belçika, Kanada"
Kripto Vurgun,Crypto,"Gerilim, Suç",John Stalberg Jr.,07/19/2019,6748,119369," Jordan Beckerman , David Frigerio ,","Kurt Russell, Luke Hemsworth, Alexis Bledel",5.2,2,ABD
Mircin,,Korku,Ahmet Ya?ar Gümü?,08/30/2019,6689,97063,Queen Film,"Korkut Çözer, Elif Kartal, Hande Sipal",6.5,3,Türkiye
K?yamet Deneyi,Aporia,Korku,Rec Revan,07/12/2019,6657,98929,Rec Revan ,"Aysel Yusubova, Parviz Ismayilov, Mubariz Samadov",4,3,Azerbeycan
Saf,,Dram,Ali Vatansever,04/19/2019,6592,68499,Terminal,"Saadet I??l Aksoy, Erol Af?in, Onur Buldu",6.4,10,Türkiye
Alcatraz,,"Gerilim, Aksiyon",Andrew Jones,08/16/2019,6470,121272,Don Siegel ,"Gareth Lawrence, Derek Nelson, Mark Homer",3,2,"ABD, Birle?ik Krall?k"
Gece Ku?u,Late Night,Komedi,Nisha Ganatra,08/16/2019,6764,130659,"Jessie Henderson , Scott Rudin , Mindy Kaling ","Denis O'Hare, Emma Thompson, Mindy Kaling",6.5,5,ABD
Çifte Hayatlar,"Doubles vies, Non-Fiction","Komedi, Dram",Olivier Assayas,05/03/2019,6430,88721, Charles Gillibert,"Guillaume Canet, Juliette Binoche, Vincent Macaigne",6.4,6,Fransa
Monos,,"Gerilim, Dram",Alejandro Landes,11/29/2019,6864,103274,"Fernando Epstein , Alejandro Landes ","Moises Arias, Sofia Buenaventura, Julianne Nicholson",6.9,13,"ABD, Almanya, Arjantin"
Tez: 13. Gece,,Korku,Taylan I??klar,02/22/2019,6335,88280,THC Yap?m,"Benan K?l?ç, Fulya I??klar, Hüseyin Yaman",6.5,4,Türkiye
Arkada??m?n A?k?,"Amoureux de ma femme, The Other Woman",Romantik-Komedi,Daniel Auteuil,07/12/2019,6163,127651,Olivier Delbosc,"Sandrine Kiberlain, Adriana Ugarte, Gerard Depardieu",5.4,3,"Belçika, Fransa"
3 Hayat,"Se rokh, 3 Faces",Dram,Jafar Panahi,01/04/2019,6093,68687,Cafer Penahi,"Behnaz Jafari, Jafar Panahi, Marziyeh Rezaei",7,10,?ran
Saklambaç,Ready or Not,"Korku, Komedi, Gizem","Matt Bettinelli-Olpin, Tyler Gillett",10/11/2019,6050,118576,20th Century Studios,"Samara Weaving, Adam Brody, Mark O'Brien",6.8,2,ABD
?htiyar Adam ve Silah,The Old Man & The Gun,"Komedi, Dram, Suç, Biyografi",David Lowery,04/05/2019,6393,94774,"Toby Halbrooks, Bill Holderman, Patrick Newall","Robert Redford, Sissy Spacek, Casey Affleck",6.7,12,ABD
Yuvaya Dönü?,,"Aile, Dram",M. Hakan Kur?un,07/12/2019,5913,91677,Mac Ajans,"Burhan Öcal, Furkan Palal?, Megumi Masaki",7.7,2,Türkiye
Cehennem Gecesi,Burn,Gerilim,Mike Gan,09/13/2019,5894,90186," Jordan Beckerman , Sukee Chew , Ash Christian ","Tilda Cobham-Hervey, Suki Waterhouse, Josh Hutcherson",5.7,2,ABD
Online Vah?et,Framed,Korku,Marc Martínez Jordán,08/23/2019,5854,91198,Marc Martínez Jordán,"Daniel Horvath, Alex Maruny, Júlia Molins",4.5,2,?spanya
Rahibenin Laneti,Curse of the Nun,Korku,Aaron Mirtes, 6 Aral?k 2019,5836,119169,"Julio Fernandez , Brian Yuzna","Lacy Hartselle, Kate Kilcoyne, Rae Hunt",2.8,2,ABD
Hayvanat Bahçesi,Zoo Wars 2,Animasyon,"Evan Tramel, James Snider",09/20/2019,5790,97565,"Wally Atkins, Lee O Shea","Bobbi Maxwell, Maria Petrano, Thomas Freeley",1.4,2,ABD
E? Anlaml?lar,Synonymes,Dram,Nadav Lapid,09/13/2019,6104,77236," Said Ben Said , Michel Merkt","Tom Mercier, Quentin Dolmaire, Louise Chevillotte",6.4,12,"Almanya, Fransa, ?srail"
Stalker,,"Bilim-Kurgu, Dram",Andrei Tarkovsky,06/14/2019,5762,80816, Aleksandra Demidova,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn",8.1,13,Sovyetler Birli?i
Dalavere,,Komedi,Hasan Gökta?,01/11/2019,5665,71928,2506,"Ali Çatalba?, Erda? Yenel, Mehmet Ali Kaptanlar",3.1,2,Türkiye
Renkli Penguenler,Penguin Rescue,Animasyon,Evan Tramel,08/23/2019,5560,86577,Evan Tramel,Evan Tramel,4.2,6,ABD
Solaris,Solyaris,"Bilim-Kurgu, Dram, Gizem",Andrei Tarkovsky,06/14/2019,5596,70704,Viacheslav Tarasov,"Natalya Bondarchuk, Donatas Banionis, Jüri Järvet",8,11,Sovyetler Birli?i
Amerikan Soygunu,American Animals,"Dram, Suç, Biyografi",Bart Layton,07/12/2019,5542,115118," Katherine Butler , Dimitri Doganis","Evan Peters, Blake Jenner, Barry Keoghan",7,2,"ABD, Birle?ik Krall?k"
?mgeler ve Sözcükler,"Le livre d'image, The Image Book",Dram,Jean-Luc Godard,01/18/2019,6145,76672," Jean-Luc Godard , Anne-Marie Miéville ",Buster Keaton,6.2,6,"Fransa, ?sviçre"
Ba?l?l?k Asl?,,Dram,Semih Kaplano?lu,09/20/2019,5497,101803,"Kaplan Film, Sinehane","Kübra Kip, Ece Yüksel, Umut Kurt",5.1,2,Türkiye
Sad?k Bir Adam,A Faithful Man,"Romantik-Komedi, Dram",Louis Garrel,08/09/2019,6078,90618," Pascal Caucheteux , Grégoire Sorlat","Louis Garrel, Laetitia Casta, Lily-Rose Depp",6.2,11,Fransa
Mutlu Lazzaro,Happy as Lazzaro,Dram,Alice Rohrwacher,03/01/2019,5303,57884," Carlo Cresto-Dina , Tiziana Soudani","Adriano Tardiolo, Agnese Graziani, Luca Chikovani",7.5,11,"Almanya, Fransa, ?sviçre, ?talya"
Jurassic Hayvanlar?,Jurassic Bark,Animasyon,Jason Wright,08/23/2019,5287,86610,"Ryan Ardent, Alejandra Riboira","Joachim Cruise, Pony Frenzel, Luka Pilar",1.4,2,ABD
Koca Ayak,Bigfoot,Animasyon,Evan Tramel,06/07/2019,5173,74223,Ryan Ardent,"Nathan Gray, Martin Singer, Charlie Suntress",1.6,3,ABD
Laurel ile Hardy,Stan & Ollie,"Komedi, Dram, Biyografi",Jon S. Baird,06/28/2019,5138,82808, Faye Ward,"Steve Coogan, John C. Reilly, Shirley Henderson",7.2,5,"ABD, Birle?ik Krall?k, Kanada"
Serseriler,,"Komedi, Aksiyon",Ula? Bahad?r,09/06/2019,5124,78200,Gökku?a?? Film,"Ula? Bahad?r, Sad?k Gürbüz, Semra Dinçer",3,2,Türkiye
Ay?n Karanl?k Yüzü: Hitler'in Çocuklar?,Iron Sky: The Coming Race,"Macera, Komedi, Aksiyon",Timo Vuorensola,08/09/2019,5112,100691," Timo Vuorensola , Tero Kaukomaa","Lara Rossi, Vladimir Burlakov, Kit Dale",5,3,"Almanya, Belçika, Finlandiya"
Pavarotti,Pavarotti,"Belgesel, Biyografi, Müzik",Ron Howard,11/08/2019,5078,66286,"Ron Howard, Nigel Sinclair, Jeanne Elfant Festa"," Luciano Pavarotti, Bono, José Carreras",7.5,3,"ABD, Birle?ik Krall?k"
Seninle Ba??m Dertte,The Trouble With You,"Romantik-Komedi, Dram, Suç",Pierre Salvadori,04/26/2019,5032,61767," Philippe Martin , David Thion","Adèle Haenel, Pio Marmaï, Audrey Tautou",6.2,11,Fransa
Ayna,Zerkalo,"Dram, Biyografi",Andrei Tarkovsky,06/14/2019,5040,63551, Erik Waisberg ,"Margarita Terekhova, Oleg Yankovskiy, Filipp Yankovskiy",8,13,Sovyetler Birli?i
Tekne,The Boat,Gerilim,Winston Azzopardi,07/05/2019,4992,83217,Winston Azzopardi,Joe Azzopardi,5.7,2,Birle?ik Krall?k
Ölümcül Temas,3 Lives,Gerilim,Juliane Block,09/13/2019,4934,77438," Thora Birch , Juliane Block , Péter Deák","Mhairi Calvey, Anatole Taubman, Maja-Celiné Probst",3.4,2,Almanya
Ema,Ema,Dram,Pablo Larraín,12/20/2019,6319,100700, Juan De Dios Larraín,"Mariana Di Girolamo, Santiago Cabrera, Josefina Fiebelkorn",6.7,7,?ili
Dert Bende,,Komedi,Berat Özdo?an,10/04/2019,4811,81779,Makinist Film,"Ümit Kantarc?lar, Onur Dilber, Jessica May",4.7,2,Türkiye
A?k? Beklerken,Someone Somewhere,"A?k, Dram",Cédric Klapisch,10/11/2019,4740,59639," Cedric Klapisch , Bruno Levy","François Civil, Ana Girardot, Camille Cottin",6.6,3,"Belçika, Fransa"
Gün Bat?m?,Sunset,Dram,Laszlo Nemes,05/17/2019,4702,51604,"Gábor Sipos,nFrançois Yon, Valéry Guibal","Juli Jakab, Susanne Wuest, Urs Rechn",6.3,8,"Fransa, Macaristan"
Lanetli Sular,Nereus,"Korku, Gerilim, Gizem",Georges Padey,01/11/2019,4694,58502," Itziar Martinez , Georges Padey","Itziar Martinez, Dennis Mencia, Raul Walder",3.3,5,ABD
Sevimli Sihirbazlar,Groundhog Dave,Animasyon,James Snider,12/13/2019,4679,84301,James Snider,"Todd Quills, Jeremy Rottinger",6.3,4,ABD
Mirai,Mirai,"Macera, Animasyon",Mamoru Hosoda,03/22/2019,4615,44472,"Daigo Ikeda, Yuichi Adachi, Genki Kawamura, ","Moka Kamishiraishi, Haru Kuroki, Gen Hoshino",7,8,Japonya
Kral Midas'?n Hazinesi,,Komedi,Mesut Çetin,05/31/2019,4593,63336,Cinemedia Yap?m,"?smail Baki Tuncer, Orhan Ayd?n, Mehmet Ali Tuncer",5.3,7,Türkiye
Jinna: Karabasan,,Korku,Ebru Deliba?,08/02/2019,4578,65795,Queen Film,"Sena Özcan, Vedat Deliba?, Kenan Bal?k",1.7,4,Türkiye
Geçmi?in S?rlar?,After the Wedding,Dram,Bart Freundlich,10/25/2019,4488,56488,"Joel B. Michaels , Silvio Muraglia","Michelle Williams, Julianne Moore, Billy Crudup",6.3,3,ABD
Döndüm Ben,,Komedi,Ömer Faruk Yard?mc?,02/22/2019,4479,70314, Yakut Sezer Filmcilik,"Burak Sat?bol, Ayhan Ta?, Dilara Öztunç",3.8,2,Türkiye
Küçük Beyaz Yalanlar Devam Ediyor,Little White Lies 2,"Komedi, Dram",Guillaume Canet,08/16/2019,5099,63883,Philippe Logie,"Marion Cotillard, François Cluzet, Gilles Lellouche",6.4,12,Fransa
Bir Kad?n Zaferi,The Conductor,"Dram, Biyografi",Maria Peters,11/15/2019,4470,110457,Dave Schram,"Christanne de Bruijn, Benjamin Wainwright, Scott Turner Schofield",7.3,5,Hollanda
Gaip,,Korku,Vecihi Ener,07/26/2019,4367,65147,Hezer Film,"Aziz Özuysal, Emel Sertel, Mecit Ekinci",6.5,4,Türkiye
Sisters Biraderler,The Sisters Brothers,"Macera, Komedi, Suç",Jacques Audiard,02/08/2019,4364,62563, John C. Reilly,"John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal",6.9,4,"ABD, Belçika, Fransa, ?spanya, Romanya"
Uzun K?z,Beanpole,Dram,Kantemir Balagov,12/06/2019,4744,57554,Michel Merkt,"Viktoria Miroshnichenko, Vasilisa Perelygina, Konstantin Balakirev",7.2,7,Rusya
?eytan?n Kap?s?,The Devil's Doorway,Korku,Aislinn Clarke,05/24/2019,4318,65457," Michael B. Jackson, Martin Brennan, Katy Jackson","Lalor Roddy, Helena Bereen, Carleen Melaugh",5.3,3,Birle?ik Krall?k
Kolej Havas?,,"Belgesel, Spor",Mehmet Sertan Ünver,09/06/2019,4312,81276,Güverte Film,"Sertan Ünver, Suzan Güverte",8.7,3,Türkiye
Küçük Joe,Little Joe,"Bilim-Kurgu, Dram",Jessica Hausner,12/27/2019,7612,125704," Jessica Hausner, Martin Gschlacht, Philippe Bober","Emily Beecham, Ben Whishaw, Kerry Fox",5.8,7,"Almanya, Avusturya, Birle?ik Krall?k"
Göç Mevsimi,Birds of Passage,Dram,"Cristina Gallego, Ciro Guerra",02/15/2019,4188,47575," Cristina Gallego, Katrin Pors,  Nicolás Celis","Carmiña Martínez, José Acosta, Natalia Reyes",7.5,8,"Danimarka, Kolombiya, Meksika"
Düzenbazlar Kulübü,Billionaire Boys Club,"Dram, Biyografi",James Cox,09/06/2019,4171,86386," Cassian Elwes , Holly Wiersma","Ansel Elgort, Taron Egerton, Emma Roberts",5.6,2,ABD
SIFIR: Etkisiz Eleman,,Komedi,Onur Aldo?an,04/26/2019,4163,57821,Sun Yap?m,"Orçun Kaptan, Birgül Ulusoy, Ali Tanyeli",0,3,Türkiye
Ate?le Oynayanlar,Treat Me Like Fire,Dram,Marie Monge,06/28/2019,4094,55984,Michael Gentile,"Tahar Rahim, Stacy Martin, Bruno Wolkowitch",5.6,6,Fransa
Bebe?in Laneti,Curse of the Witch's Doll,"Korku, Gerilim",Lawrence Fowler,07/05/2019,4067,65047, Lawrence Fowler,"Helen Crevel, Philip Ridout, Layla Watts",3.2,2,Birle?ik Krall?k
Benden Hikâyesi,,"Dram, Belgesel, Biyografi",Onur Bar??,04/05/2019,4011,53671,Dada Vision,Mert Er,6.6,4,Türkiye
Kraliçe Lear,,Belgesel,Pelin Esmer,11/15/2019,4485,48739,Sinefilm," Behiye Yan?k, Cennet Güne?, Ümmü Kurt",7.4,6,Türkiye
Loro,,"Dram, Biyografi",Paolo Sorrentino,03/29/2019,3864,55075," Francesca Cima , Nicola Giuliano","Toni Servillo, Elena Sofia Ricci, Riccardo Scamarcio",6.7,6,"Fransa, ?talya"
Muhbir,,"Dram, Suç",Andrea Di Stefano,10/25/2019,3864,90807," Basil Iwanyk, Erica Lee, Mark Lane","Joel Kinnaman, Rosamund Pike, Ana de Armas",6.6,4,Birle?ik Krall?k
?eytan Oyunu,,"Korku, Gerilim",Kadir Genç,03/29/2019,3854,49771,Makinist Film,"Burak Ergün, Nesli?ah Ertürk, Demet Karaday?",2.5,6,Türkiye
Vox Lux,Vox Lux,"Dram, Müzik",Brady Corbet,09/27/2019,3814,52563," Christine Vachon , Brian Young","Natalie Portman, Jude Law, Stacy Martin",5.8,5,ABD
Elveda O?lum,"So Long, My Son",Dram,Xiaoshuai Wang,08/30/2019,3853,46282, Liu Xuan,"Liya Ai, Jiang Du, Zhao-Yan Guo-Zhang",7.7,12,Çin
Kanl? Efsane,Bloody Myth,"Korku, Gerilim","Sean Brown, Luke Gosling",08/09/2019,3596,58102,"Sean Brown (II), Luke Gosling","Jonathan McClean, Anna Dawson, Hannah Chalmers",3.2,2,Birle?ik Krall?k
Oyunbozan,System Crasher,Dram,Nora Fingscheidt,09/27/2019,3568,41327, Peter Hartwig,"Helena Zengel, Albrecht Schuch, Lisa Hagmeister",7.8,4,Almanya
Woman at War,Kona fer í strí?,"Gerilim, Aksiyon",Benedikt Erlingsson,03/08/2019,3496,35896, Benedikt Erlingsson ,"Halldóra Geirharðsdóttir, Jörundur Ragnarsson, Jóhann Sigurðarson",7.4,5,"Fransa, ?zlanda, Ukrayna"
Sevimli Dostlar,Little Miss Dolittle,"Komedi, Aile",Joachim Masannek,07/05/2019,3459,53176, Stefan Raiser,"Malu Leicher, Aylin Tezel, Peri Baumeister",4.9,6,Almanya
Aslan Çocuk,The Lion Kid,Animasyon,James Snider,09/06/2019,3372,58505,"Wally Atkins, James Snider","Jacop Whiteshed, Víctor Merchán, Simon Hill",6.3,2,ABD
?frit,,"Korku, Gerilim",Suat Ay,06/28/2019,3409,48311,M.S.F. Film,"Zeynep Buse Kale, Emre Erdo?an, Vahit Karabey",4.1,8,Türkiye
Bekarl??a Feda,,"Komedi, Gençlik","Ali Do?ançay, Cem Sürücü",01/04/2019,3180,38663,Metronom Yap?m,"Ali Burak Ceylan, Volkan Cal, Ya?mur Ün",2.2,6,Türkiye
